accx,accy,accz,Total_Acceleration
0.9599337,-0.2482484,0.02457318,0.9918184398737313
1.018087,-0.2174361,0.0192668,1.0412256271982792
1.114402,-0.1763272,-0.1051835,1.1331578300202005
1.094084,-0.2230012,-0.2061982,1.135458952116139
1.024931,-0.2913198,-0.19725,1.0836320146309077
0.8611935,-0.3173421,-0.095253,0.9227314814634103
0.6817292,-0.3460315,0.01367245,0.7646433397433686
0.5716966,-0.3090675,0.0853038,0.6554665973962747
0.5206667,-0.2482449,0.1072936,0.5867122458802612
0.5752902,-0.1924429,0.09266466,0.6136610002186594
0.6370389,-0.1508426,0.08568774,0.660238168295561
0.6831192,-0.1818186,0.08730592,0.712272537994865
0.7471682,-0.1873355,0.09759653,0.7764534701574402
0.7652506,-0.2018472,0.1334685,0.8025986627452415
0.84224,-0.2800095,0.1732161,0.9043104306539099
0.9734622,-0.3022879,0.1929553,1.0374190942494455
0.9837038,-0.2768792,0.2014819,1.0415998336955943
0.9681488,-0.2598299,0.227726,1.0279507804128805
1.046361,-0.2695085,0.2559672,1.1104167602162218
1.134847,-0.2905947,0.2352944,1.1948583379415527
1.204846,-0.3093831,0.1950781,1.2591375029682899
1.245423,-0.3576027,0.1668665,1.3064465426486227
1.212476,-0.4079008,0.1203422,1.28489818986466
1.10515,-0.454526,0.0806962,1.197690395665942
0.924674,-0.464444,0.05909384,1.0364469679332107
0.8060985,-0.4603972,-0.002976691,0.9283152665767161
0.8840649,-0.5414995,-0.09039871,1.0406557464800374
1.007393,-0.5836232,-0.1457815,1.1733324088976194
1.083496,-0.5489356,-0.1768406,1.2274226952324614
1.150777,-0.5062289,-0.1924609,1.2718477113841185
1.088794,-0.4070686,-0.1701846,1.1747936063918292
0.9523348,-0.3547443,-0.118716,1.0231708451326835
0.9183085,-0.3530933,-0.08760285,0.9877447236028459
0.9121066,-0.3309169,-0.108224,0.9762975359208739
0.9251036,-0.3519181,-0.1483103,1.000829138727815
0.954404,-0.3347832,-0.1744312,1.026349370220336
0.9058205,-0.2808796,-0.1920935,0.9676280487143085
0.8508693,-0.247593,-0.1914794,0.906611945628255
0.8089749,-0.2089259,-0.1848007,0.8557112358975486
0.7920402,-0.2382573,-0.1915647,0.8489942601133531
0.8049697,-0.2635244,-0.1887282,0.8677785782033859
0.7814618,-0.2282,-0.1839863,0.8346309025233429
0.7944277,-0.1927415,-0.1737746,0.8357405506224405
0.8019043,-0.1176958,-0.1462005,0.8235759794313942
0.7841961,-0.08428036,-0.1375287,0.8006127938402119
0.8360361,-0.09681673,-0.1326339,0.8520103233766083
0.901016,-0.04834822,-0.1154675,0.9096703392929872
0.973185,-0.0317406,-0.1231919,0.9814645964776162
1.045804,-0.06822698,-0.1498858,1.0586910220916963
1.163043,-0.1091629,-0.1673002,1.1800741144120779
1.299913,-0.182304,-0.1738632,1.3240985493154354
1.298865,-0.2738051,-0.2064527,1.3433697325562683
1.34345,-0.4210826,-0.2863536,1.4367208645926042
1.392856,-0.5448591,-0.3284111,1.5312652043953785
1.237726,-0.5240011,-0.2867284,1.3743201880361688
1.141082,-0.5612216,-0.2662175,1.2991957405783048
1.150161,-0.6463226,-0.2947842,1.3518509362209281
1.167036,-0.5796756,-0.2936664,1.3357532635259852
1.190185,-0.5395085,-0.2575297,1.3318901239138834
1.086888,-0.497655,-0.1710698,1.207580597741219
0.9804043,-0.3417368,-0.03303464,1.0387819402418679
