accx,accy,accz,Total_Acceleration
0.8433239,-0.09248479,-0.05186726,0.8499640282697037
0.79628,-0.07572948,0.023792,0.8002267502433734
0.8297108,-0.08666805,-0.06305158,0.8366043654368167
0.9034426,-0.09875238,-0.15929,0.9226775537263407
0.9067014,-0.1462209,-0.1828256,0.936436426231984
0.8836901,-0.1269901,-0.1895419,0.9126668670394636
0.7584893,-0.1197232,-0.1112518,0.7758973036658717
0.6833625,-0.1941928,-0.09431749,0.7166525928914163
0.6580693,-0.26417,-0.117143,0.7187235038256993
0.6585311,-0.3118064,-0.1072529,0.7364710620972016
0.753824,-0.2813339,-0.1173631,0.8131257488893217
0.779625,-0.208763,-0.08327635,0.8113766580715287
0.7784684,-0.1250518,-0.06366274,0.7910145048898329
0.7536951,0.004370236,-0.01802132,0.7539231862074863
0.7208255,0.05851598,0.05147401,0.7250262719868091
0.9242014,-0.0391852,0.01852426,0.9252171938899253
1.29612,-0.314218,0.003730722,1.3336693459064886
1.584593,-0.62756,0.02510002,1.7045223789240787
1.579132,-0.6640027,0.02844671,1.7132911820064662
1.403985,-0.5278418,0.04412712,1.5005792377517873
1.384354,-0.499356,0.04721759,1.4724204266640042
1.483901,-0.4472957,0.04661844,1.550551160067775
1.583185,-0.2682714,0.04667322,1.6064316598436825
1.542409,-0.1699345,0.05587255,1.552747564614014
1.348868,-0.2166323,0.0901419,1.3691238062947046
1.163656,-0.2907751,0.135646,1.2070813072995579
1.021863,-0.3202749,0.1410298,1.0801247181816782
0.9992353,-0.242805,0.08827746,1.0320941636959011
0.9301019,-0.1092838,0.04569678,0.9376143605067162
0.8007806,-0.0729063,0.03294092,0.8047670483602669
0.8038894,-0.1393466,0.07442813,0.8192650297060267
0.7007968,-0.2089178,0.1384938,0.744273696086003
0.6781227,-0.2538994,0.1353956,0.7366459597900541
0.8291934,-0.2382606,0.1242074,0.8716405717557438
0.816593,-0.1636296,0.1321317,0.843242290086337
0.8359032,-0.1195418,0.1275519,0.8539870542994723
0.7702166,-0.06495477,0.1310087,0.7839744973766704
0.6105819,0.001642903,0.1344508,0.6252119427510302
0.7065597,-0.0149295,0.1330211,0.7191273271678319
0.7745713,-0.05261731,0.1115333,0.784327072785465
0.8074879,-0.07291848,0.08278517,0.8149890782972796
0.8978731,-0.1102889,0.0813074,0.9082679331901903
0.8882194,-0.122202,0.0454987,0.8977400308786782
0.9269844,-0.08843832,-0.03522216,0.9318594394235903
0.9313883,-0.08594044,-0.05743708,0.9371066869696374
0.8792413,-0.1874884,-0.0105396,0.8990707685874401
0.9013494,-0.3645731,0.02165971,0.9725293975820237
0.9203771,-0.4568605,0.01043307,1.0275818077478234
1.03043,-0.3451665,-0.04759441,1.087745891964432
1.208215,-0.2662936,-0.1464635,1.2458520475795711
1.305589,-0.3867953,-0.2261997,1.380340372988916
1.354931,-0.4263713,-0.2509039,1.442422707551396
1.364506,-0.2803363,-0.2015259,1.4075076388796262
1.347969,-0.178056,-0.07691189,1.3618516082600087
1.353215,-0.234667,-0.008529039,1.3734380880186277
1.444761,-0.3214757,-0.1061866,1.483899109384142
1.596546,-0.3170612,-0.2385668,1.6451142977689057
1.585733,-0.2457855,-0.2250512,1.6203727046333167
1.253942,-0.08181408,-0.09340557,1.260074872202946
0.7854149,0.03593224,0.007607346,0.7862732112482221
0.587688,-0.07321019,-0.01922562,0.5925424387571074
0.6637375,-0.209895,-0.1115501,0.7050154641858999
0.7333841,-0.2730061,-0.1562385,0.7979943844741453
0.8743384,-0.3048085,-0.1911011,0.9454604644341401
1.041748,-0.2562255,-0.2116911,1.09348229257426
1.025515,-0.1990935,-0.1908663,1.0619553575564935
0.9359391,-0.09047709,-0.1820657,0.957766162400911
0.7970564,0.06209943,-0.1147836,0.807669808038065
0.6287271,0.03727538,-0.007015795,0.6298701783764941
0.582294,-0.08897439,0.04212807,0.5905569564350225
0.6035545,-0.1652583,0.02433246,0.6262430908192054
